TotalOrders,TotalSpent,AvgOrderValue,TotalTransactions,FirstPurchase,LastPurchase,TotalItems,CustomerLifespan,Recency
1,371.56,4.89,76,2019-08-16 15:17:00,2019-08-16 15:17:00,251,0,112
7,1771.2,161.02,11,2019-10-08 11:12:00,2019-11-23 15:15:00,672,46,13
1,454.11,15.66,29,2019-09-21 15:20:00,2019-09-21 15:20:00,319,0,76
2,1441.42,31.34,46,2019-10-12 11:09:00,2019-10-28 14:19:00,585,16,39
1,905.5,20.12,45,2019-08-13 14:32:00,2019-08-13 14:32:00,303,0,115
12,11054.96,112.81,98,2018-12-14 10:08:00,2019-11-22 10:46:00,5020,343,15
4,233.81,2.66,88,2019-03-16 12:26:00,2019-06-29 13:07:00,295,105,160
4,3594.31,19.12,188,2019-09-20 13:31:00,2019-12-06 15:03:00,3152,77,0
3,2575.0,29.94,86,2018-11-29 13:23:00,2019-11-07 14:31:00,1306,343,29
1,91.32,45.66,2,2019-09-06 10:11:00,2019-09-06 10:11:00,73,0,92
3,1134.28,22.69,50,2019-05-10 12:54:00,2019-11-15 08:53:00,608,188,22
6,3100.09,20.13,154,2019-04-16 10:04:00,2019-09-03 15:56:00,1646,140,94
2,659.46,18.84,35,2019-09-24 14:02:00,2019-11-09 14:53:00,483,46,27
5,2001.8,6.74,297,2019-03-12 11:44:00,2019-11-05 12:04:00,560,238,32
2,1299.23,10.39,125,2019-08-08 15:29:00,2019-11-16 14:51:00,1148,99,20
2,1262.2,84.15,15,2019-01-22 10:01:00,2019-11-20 11:51:00,624,302,17
27,13316.4,26.01,512,2018-12-06 12:29:00,2019-12-05 12:48:00,6105,364,2
4,1131.56,16.64,68,2019-09-17 13:47:00,2019-11-29 13:47:00,572,73,7
12,10384.93,48.76,213,2018-12-03 15:40:00,2019-11-22 12:48:00,4236,353,15
1,147.09,2.1,70,2018-12-10 10:57:00,2018-12-10 10:57:00,74,0,362
1,52.83,4.06,13,2019-09-17 13:45:00,2019-09-17 13:45:00,33,0,80
5,3610.96,37.23,97,2019-07-05 13:33:00,2019-10-16 07:56:00,2390,102,52
3,979.26,5.97,164,2019-07-22 11:45:00,2019-11-15 12:11:00,848,116,22
1,492.36,10.7,46,2019-06-19 11:19:00,2019-06-19 11:19:00,162,0,171
6,1000.27,10.87,92,2019-04-16 15:31:00,2019-06-01 15:43:00,440,46,188
1,250.0,250.0,1,2019-01-11 12:10:00,2019-01-11 12:10:00,2,0,330
5,909.23,5.68,160,2019-09-13 15:05:00,2019-11-26 09:43:00,271,73,11
2,121.0,17.29,7,2018-12-13 12:01:00,2019-07-05 10:20:00,68,203,155
19,14758.22,47.92,308,2018-11-29 11:22:00,2019-11-04 14:36:00,5709,340,32
11,4139.46,23.26,178,2018-12-08 13:50:00,2019-11-25 14:40:00,2160,352,11
3,62.43,4.16,15,2019-10-22 11:33:00,2019-10-24 10:51:00,27,1,44
1,267.03,9.89,27,2019-04-18 14:02:00,2019-04-18 14:02:00,293,0,232
8,1942.45,9.08,214,2019-01-09 12:55:00,2019-10-04 13:05:00,1273,268,63
1,343.5,19.08,18,2019-12-06 10:58:00,2019-12-06 10:58:00,314,0,1
8,3000.2,16.22,185,2019-03-28 09:15:00,2019-10-28 13:42:00,1836,214,39
2,398.84,7.0,57,2019-09-11 12:26:00,2019-11-05 11:26:00,573,54,32
1,412.01,41.2,10,2019-09-14 16:29:00,2019-09-14 16:29:00,132,0,83
1,440.0,440.0,1,2019-11-13 12:09:00,2019-11-13 12:09:00,4,0,24
3,825.92,4.64,178,2018-11-29 13:17:00,2019-12-05 14:43:00,416,371,1
2,148.44,37.11,4,2019-11-04 15:01:00,2019-11-04 15:04:00,24,0,32
8,2429.78,14.91,163,2018-12-18 14:15:00,2019-11-19 12:17:00,992,335,18
1,229.33,8.82,26,2019-03-28 16:14:00,2019-03-28 16:14:00,123,0,253
11,3995.23,5.95,672,2018-12-06 12:24:00,2019-11-15 11:29:00,3496,343,22
4,1502.35,13.91,108,2019-04-05 11:16:00,2019-11-16 12:25:00,950,225,21
2,2007.44,8.8,228,2019-11-07 17:47:00,2019-11-29 18:43:00,1105,22,7
4,1580.93,6.18,256,2018-12-14 16:45:00,2019-11-12 14:51:00,521,332,24
3,807.57,9.73,83,2019-09-09 15:41:00,2019-11-18 15:35:00,289,69,18
4,536.4,7.15,75,2019-01-14 12:35:00,2019-06-17 16:02:00,143,154,172
1,110.92,4.62,24,2019-06-27 13:10:00,2019-06-27 13:10:00,29,0,162
1,538.46,13.13,41,2019-11-30 13:36:00,2019-11-30 13:36:00,410,0,6
1,213.3,14.22,15,2019-11-26 13:51:00,2019-11-26 13:51:00,200,0,10
1,85.13,2.94,29,2019-08-15 14:58:00,2019-08-15 14:58:00,49,0,113
1,127.86,4.57,28,2019-02-22 15:26:00,2019-02-22 15:26:00,86,0,287
9,3546.71,13.69,259,2018-11-30 12:47:00,2019-11-28 16:43:00,3109,363,8
2,292.72,3.61,81,2018-12-01 17:28:00,2019-10-14 13:24:00,163,316,53
14,4954.84,7.06,702,2018-12-10 13:26:00,2019-11-30 12:52:00,4032,354,6
3,1693.26,14.72,115,2019-01-25 15:38:00,2019-09-21 16:22:00,698,239,76
4,575.63,9.44,61,2019-02-09 12:49:00,2019-12-03 15:38:00,295,297,3
1,436.06,15.04,29,2019-11-01 12:37:00,2019-11-01 12:37:00,218,0,36
1,90.12,5.3,17,2019-05-04 14:47:00,2019-05-04 14:47:00,60,0,216
1,437.23,7.81,56,2019-10-08 14:02:00,2019-10-08 14:02:00,451,0,59
1,217.2,15.51,14,2019-03-05 09:00:00,2019-03-05 09:00:00,74,0,277
16,4805.17,5.35,899,2018-12-03 14:45:00,2019-11-25 16:19:00,4439,357,11
1,279.77,9.02,31,2019-11-13 16:08:00,2019-11-13 16:08:00,236,0,23
1,473.65,23.68,20,2019-11-09 12:46:00,2019-11-09 12:46:00,219,0,28
4,800.59,29.65,27,2019-05-06 11:38:00,2019-11-26 11:07:00,267,203,11
1,134.55,134.55,1,2018-12-21 09:55:00,2018-12-21 09:55:00,39,0,351
4,1400.44,12.39,113,2018-12-14 11:27:00,2019-11-15 14:50:00,1501,336,21
2,173.16,21.64,8,2019-09-28 10:44:00,2019-10-18 14:33:00,60,20,49
1,186.01,26.57,7,2019-11-19 10:48:00,2019-11-19 10:48:00,223,0,18
3,758.29,14.31,53,2019-09-25 14:37:00,2019-12-05 11:27:00,461,70,2
5,1375.71,44.38,31,2019-01-09 13:26:00,2019-08-26 10:15:00,666,228,103
12,4165.52,12.9,323,2018-12-03 12:57:00,2019-11-30 14:47:00,2067,362,6
4,650.43,11.41,57,2019-09-20 13:15:00,2019-11-26 10:02:00,264,66,11
7,2552.86,11.87,215,2019-03-04 14:44:00,2019-12-03 10:09:00,1229,273,4
2,607.45,5.84,104,2019-09-13 12:16:00,2019-11-06 11:38:00,363,53,31
4,702.25,4.18,168,2018-11-30 15:46:00,2019-06-13 12:01:00,349,194,177
1,940.67,20.9,45,2019-10-31 12:03:00,2019-10-31 12:03:00,404,0,37
3,258.88,6.64,39,2019-02-05 13:32:00,2019-07-09 17:03:00,89,154,150
1,127.1,9.78,13,2019-06-28 13:03:00,2019-06-28 13:03:00,52,0,161
2,348.6,6.84,51,2019-01-28 12:09:00,2019-09-30 12:45:00,120,245,68
13,3679.97,24.7,149,2018-12-06 14:38:00,2019-08-09 09:38:00,286,245,120
3,682.91,15.52,44,2019-05-01 13:36:00,2019-11-13 09:55:00,453,195,24
4,725.11,5.9,123,2019-06-28 16:39:00,2019-11-14 10:55:00,314,138,23
1,455.3,14.69,31,2019-06-14 08:38:00,2019-06-14 08:38:00,320,0,176
4,913.68,101.52,9,2018-12-21 09:59:00,2019-10-18 13:37:00,312,301,49
3,478.53,16.5,29,2019-01-31 10:46:00,2019-03-27 09:54:00,243,54,255
1,388.58,16.19,24,2019-10-22 08:59:00,2019-10-22 08:59:00,354,0,46
1,199.8,39.96,5,2019-09-28 11:46:00,2019-09-28 11:46:00,60,0,70
5,1771.78,17.2,103,2019-04-17 10:08:00,2019-11-22 08:53:00,983,218,15
5,1406.59,18.27,77,2018-12-07 16:10:00,2019-08-29 10:55:00,561,264,100
1,324.57,14.75,22,2019-11-02 13:26:00,2019-11-02 13:26:00,279,0,34
1,240.68,17.19,14,2019-10-15 16:04:00,2019-10-15 16:04:00,160,0,52
2,761.74,14.65,52,2019-05-17 13:05:00,2019-11-11 11:44:00,718,177,26
14,6776.56,16.53,410,2018-11-30 10:39:00,2019-11-26 15:15:00,4983,361,10
9,1297.87,28.21,46,2018-12-04 15:35:00,2019-11-29 14:14:00,1137,359,7
1,48.48,24.24,2,2019-09-20 10:04:00,2019-09-20 10:04:00,96,0,78
1,216.39,12.73,17,2019-10-16 14:47:00,2019-10-16 14:47:00,159,0,51
5,1198.23,17.88,67,2018-11-29 13:38:00,2019-11-01 14:17:00,441,337,35
9,2920.16,37.92,77,2019-01-17 12:07:00,2019-10-07 15:47:00,892,263,60
1,104.76,8.06,13,2019-01-05 12:44:00,2019-01-05 12:44:00,202,0,336
4,1093.68,18.23,60,2019-08-09 09:56:00,2019-11-09 13:20:00,714,92,27
1,298.48,18.66,16,2019-06-06 13:00:00,2019-06-06 13:00:00,148,0,183
1,112.46,18.74,6,2019-10-17 10:36:00,2019-10-17 10:36:00,66,0,51
13,1591.45,37.01,43,2019-01-07 11:32:00,2019-11-28 12:36:00,504,325,9
2,195.15,32.52,6,2019-10-07 12:49:00,2019-11-01 14:52:00,52,25,35
23,10399.74,24.59,423,2018-12-13 16:21:00,2019-11-27 14:42:00,5508,348,9
4,776.85,17.26,45,2019-07-24 10:13:00,2019-11-05 08:34:00,454,103,32
1,336.4,112.13,3,2019-11-27 08:14:00,2019-11-27 08:14:00,136,0,10
3,1553.18,15.53,100,2018-12-14 14:34:00,2019-10-12 12:41:00,915,301,56
4,1293.03,80.81,16,2019-11-16 11:49:00,2019-12-03 14:01:00,501,17,3
9,3709.56,20.05,185,2019-02-28 13:42:00,2019-10-25 16:44:00,1674,239,42
1,301.03,15.84,19,2019-07-19 17:26:00,2019-07-19 17:26:00,125,0,140
4,588.13,17.3,34,2019-03-26 13:32:00,2019-08-13 11:38:00,357,139,116
4,1534.26,23.97,64,2019-04-16 14:01:00,2019-08-26 10:21:00,1188,131,103
2,675.8,13.79,49,2019-01-12 10:10:00,2019-09-24 10:03:00,766,254,74
9,2870.24,18.52,155,2018-12-06 09:51:00,2019-12-03 10:24:00,1894,362,4
2,1186.35,19.77,60,2019-05-17 10:16:00,2019-10-23 15:36:00,800,159,44
8,3285.31,19.67,167,2019-03-08 08:29:00,2019-11-22 09:51:00,2109,259,15
1,243.55,16.24,15,2019-11-20 16:28:00,2019-11-20 16:28:00,99,0,16
2,724.76,28.99,25,2019-02-28 14:50:00,2019-09-09 11:17:00,284,192,89
1,223.36,14.89,15,2019-10-16 08:28:00,2019-10-16 08:28:00,128,0,52
1,425.32,17.01,25,2019-07-26 14:30:00,2019-07-26 14:30:00,323,0,133
15,12515.66,25.86,484,2018-11-30 15:40:00,2019-12-03 14:35:00,6607,367,3
4,1887.2,15.86,119,2018-12-13 14:45:00,2019-08-24 14:04:00,1562,253,104
3,664.0,20.12,33,2019-02-28 14:34:00,2019-05-30 07:38:00,246,90,191
4,813.0,3.42,238,2019-03-21 15:37:00,2019-06-24 14:54:00,557,94,165
1,612.01,11.77,52,2019-11-19 11:55:00,2019-11-19 11:55:00,256,0,18
3,447.64,12.79,35,2018-11-30 16:59:00,2019-07-03 09:53:00,394,214,157
2,657.35,26.29,25,2019-03-15 18:59:00,2019-05-17 15:53:00,221,62,203
2,816.0,408.0,2,2018-12-05 10:06:00,2019-01-05 13:34:00,192,31,335
3,646.3,20.2,32,2019-03-22 08:56:00,2019-11-01 08:41:00,479,223,36
1,337.74,16.08,21,2019-09-07 14:22:00,2019-09-07 14:22:00,208,0,90
2,877.44,146.24,6,2019-08-14 09:50:00,2019-09-06 10:49:00,1200,23,92
2,922.53,43.93,21,2019-11-11 15:15:00,2019-11-28 13:08:00,475,16,8
1,560.67,16.49,34,2019-04-08 15:25:00,2019-04-08 15:25:00,324,0,242
4,748.5,15.93,47,2019-02-26 15:32:00,2019-10-23 14:56:00,343,238,44
1,30.0,30.0,1,2019-11-15 12:19:00,2019-11-15 12:19:00,24,0,22
5,1024.1,21.34,48,2018-11-30 10:53:00,2019-05-31 15:22:00,242,182,189
1,306.45,27.86,11,2019-10-25 09:23:00,2019-10-25 09:23:00,111,0,43
9,1600.86,17.79,90,2018-12-07 09:49:00,2019-11-12 16:58:00,1050,340,24
2,309.8,61.96,5,2019-01-03 12:32:00,2019-01-24 13:56:00,236,21,316
1,138.14,15.35,9,2019-08-23 15:50:00,2019-08-23 15:50:00,106,0,105
1,386.43,22.73,17,2019-10-18 10:57:00,2019-10-18 10:57:00,157,0,50
2,2242.01,19.33,116,2019-04-08 15:09:00,2019-06-22 14:57:00,1666,74,167
1,301.32,23.18,13,2019-10-29 10:56:00,2019-10-29 10:56:00,240,0,39
1,76.32,76.32,1,2019-05-04 10:39:00,2019-05-04 10:39:00,72,0,217
4,684.34,20.74,33,2019-03-19 09:13:00,2019-10-28 16:03:00,342,223,39
1,173.05,14.42,12,2019-02-14 10:50:00,2019-02-14 10:50:00,91,0,296
7,2657.13,34.07,78,2019-03-12 09:37:00,2019-11-19 12:43:00,1699,252,18
4,2881.02,18.59,155,2019-01-14 16:25:00,2019-09-10 16:12:00,1514,238,87
5,2446.6,21.46,114,2019-03-28 09:19:00,2019-09-25 15:17:00,1275,181,72
3,323.69,15.41,21,2019-03-02 14:21:00,2019-09-17 13:48:00,527,198,80
3,3435.76,17.01,202,2019-02-27 10:19:00,2019-11-19 12:40:00,2252,265,18
1,657.23,19.92,33,2019-10-19 15:36:00,2019-10-19 15:36:00,319,0,48
1,352.7,29.39,12,2019-10-16 09:25:00,2019-10-16 09:25:00,184,0,52
4,781.28,7.1,110,2019-06-08 08:24:00,2019-11-13 16:19:00,1170,158,23
3,1333.68,17.1,78,2018-12-06 14:43:00,2019-11-28 13:46:00,952,356,8
5,1426.16,26.91,53,2019-03-02 13:46:00,2019-11-12 16:30:00,816,255,24
1,193.75,19.38,10,2019-08-12 12:56:00,2019-08-12 12:56:00,131,0,116
9,2993.1,18.03,166,2019-01-11 15:13:00,2019-11-29 08:33:00,1310,321,8
2,254.1,28.23,9,2018-12-11 09:57:00,2019-08-10 09:37:00,84,241,119
2,239.76,12.62,19,2019-08-29 11:40:00,2019-12-03 15:59:00,408,96,3
1,136.8,68.4,2,2019-03-30 15:13:00,2019-03-30 15:13:00,72,0,251
1,191.04,15.92,12,2019-11-09 14:12:00,2019-11-09 14:12:00,138,0,27
14,6479.4,83.07,78,2018-11-30 07:49:00,2019-12-07 09:44:00,1677,372,0
2,409.98,18.64,22,2019-03-16 08:31:00,2019-03-16 08:32:00,212,0,266
8,2736.46,16.0,171,2019-01-15 11:24:00,2019-11-04 14:02:00,1028,293,32
1,309.65,17.2,18,2019-11-20 08:26:00,2019-11-20 08:26:00,113,0,17
2,696.68,8.1,86,2019-06-17 15:36:00,2019-06-18 16:53:00,357,1,171
4,1542.14,6.51,237,2019-08-19 12:36:00,2019-12-05 14:39:00,923,108,1
1,211.5,42.3,5,2019-03-18 10:51:00,2019-03-18 10:51:00,66,0,264
4,2293.62,19.6,117,2019-05-06 12:42:00,2019-07-20 13:35:00,1028,75,139
1,143.1,23.85,6,2019-05-20 15:37:00,2019-05-20 15:37:00,62,0,200
4,1060.56,19.28,55,2019-08-13 14:32:00,2019-10-05 10:09:00,321,52,63
4,945.58,4.42,214,2019-09-12 14:19:00,2019-11-02 14:35:00,605,51,34
7,3364.24,11.68,288,2018-12-03 11:12:00,2019-10-28 10:54:00,1267,328,40
1,133.25,22.21,6,2019-02-27 10:38:00,2019-02-27 10:38:00,121,0,283
5,1072.36,20.23,53,2019-02-23 11:32:00,2019-11-28 14:09:00,486,278,8
2,356.7,18.77,19,2018-12-06 15:16:00,2019-07-17 13:34:00,150,222,142
2,330.88,9.45,35,2019-09-21 11:25:00,2019-11-26 11:26:00,187,66,11
4,1118.81,9.48,118,2018-12-03 12:26:00,2019-07-15 11:59:00,744,223,145
1,150.3,21.47,7,2019-04-17 13:21:00,2019-04-17 13:21:00,70,0,233
13,5045.61,5.38,937,2019-01-04 12:31:00,2019-11-05 12:29:00,2725,304,32
1,598.73,4.68,128,2019-11-13 14:48:00,2019-11-13 14:48:00,281,0,23
1,507.08,5.57,91,2019-11-26 12:14:00,2019-11-26 12:14:00,409,0,11
5,2222.56,32.21,69,2019-02-20 12:24:00,2019-11-02 11:43:00,1026,254,35
1,203.1,4.95,41,2018-12-08 11:12:00,2018-12-08 11:12:00,87,0,364
2,218.25,19.84,11,2019-02-26 10:40:00,2019-05-20 14:40:00,73,83,200
1,415.25,12.98,32,2019-11-22 14:51:00,2019-11-22 14:51:00,221,0,14
7,5178.96,17.15,302,2018-12-13 15:47:00,2019-11-21 12:36:00,3065,342,16
1,85.0,17.0,5,2019-05-09 12:36:00,2019-05-09 12:36:00,28,0,212
3,1120.88,16.01,70,2019-05-15 12:43:00,2019-10-03 12:31:00,689,140,65
2,294.12,21.01,14,2018-11-30 15:00:00,2019-05-09 14:24:00,215,159,211
1,162.3,16.23,10,2019-02-28 09:05:00,2019-02-28 09:05:00,62,0,282
2,1339.45,51.52,26,2019-05-21 14:59:00,2019-08-15 10:50:00,346,85,114
8,1205.12,16.74,72,2019-04-09 10:01:00,2019-11-23 11:21:00,599,228,14
16,4812.42,27.82,173,2018-11-30 12:50:00,2019-11-19 08:26:00,2982,353,18
1,449.12,56.14,8,2019-10-02 13:42:00,2019-10-02 13:42:00,472,0,65
1,154.88,17.21,9,2019-10-19 14:29:00,2019-10-19 14:29:00,152,0,48
4,784.46,8.91,88,2019-06-06 10:14:00,2019-11-21 17:19:00,216,168,15
1,34.8,11.6,3,2019-09-21 09:52:00,2019-09-21 09:52:00,120,0,77
4,1094.59,17.65,62,2019-04-15 13:04:00,2019-11-18 13:45:00,421,217,18
1,196.88,7.03,28,2019-07-26 15:21:00,2019-07-26 15:21:00,178,0,133
3,974.04,10.47,93,2019-06-18 11:30:00,2019-11-25 12:26:00,480,160,12
1,149.31,7.11,21,2019-10-28 12:51:00,2019-10-28 12:51:00,51,0,39
3,44534.3,4453.43,10,2019-01-09 12:55:00,2019-04-16 13:20:00,18028,97,234
8,2465.48,8.41,293,2018-12-06 10:36:00,2019-12-05 12:34:00,1786,364,2
7,2637.38,6.42,411,2018-11-30 09:43:00,2019-10-29 11:37:00,1978,333,39
1,79.2,79.2,1,2019-02-06 12:41:00,2019-02-06 12:41:00,144,0,304
3,458.57,16.38,28,2019-04-05 12:24:00,2019-10-17 14:40:00,199,195,50
6,2364.25,16.77,141,2019-02-16 11:53:00,2019-11-27 14:57:00,1427,284,9
4,532.96,2.78,192,2019-04-02 14:00:00,2019-10-07 13:30:00,242,187,60
2,714.42,15.88,45,2019-05-04 11:40:00,2019-10-03 12:14:00,491,152,65
1,205.25,22.81,9,2019-11-13 10:48:00,2019-11-13 10:48:00,47,0,24
3,253.04,36.15,7,2018-12-14 15:29:00,2019-05-03 15:13:00,60,139,217
2,583.75,15.78,37,2019-09-21 15:17:00,2019-10-03 16:15:00,251,12,64
2,1086.92,17.82,61,2019-09-21 12:10:00,2019-11-06 09:44:00,271,45,31
6,3279.97,18.22,180,2019-03-06 09:23:00,2019-09-10 17:58:00,2050,188,87
1,315.06,28.64,11,2019-10-04 17:03:00,2019-10-04 17:03:00,170,0,63
3,621.83,23.03,27,2019-04-26 09:20:00,2019-08-14 10:48:00,244,110,115
26,56252.72,432.71,130,2018-12-01 15:16:00,2019-11-30 13:52:00,29672,363,6
1,635.68,63.57,10,2019-12-02 12:48:00,2019-12-02 12:48:00,311,0,5
1,270.8,10.83,25,2019-09-30 12:04:00,2019-09-30 12:04:00,87,0,68
1,104.9,14.99,7,2019-04-06 12:56:00,2019-04-06 12:56:00,68,0,244
1,241.62,13.42,18,2019-07-27 13:46:00,2019-07-27 13:46:00,138,0,132
4,1047.11,49.86,21,2018-12-11 16:38:00,2019-04-10 16:43:00,378,120,240
3,475.28,16.39,29,2018-12-15 11:43:00,2019-06-07 12:01:00,220,174,183
3,345.46,17.27,20,2019-02-05 09:15:00,2019-11-12 14:57:00,180,280,24
3,2614.74,60.81,43,2019-09-09 14:29:00,2019-11-28 10:49:00,864,79,9
1,246.3,17.59,14,2019-11-27 09:50:00,2019-11-27 09:50:00,212,0,10
5,2328.97,28.06,83,2019-02-15 14:17:00,2019-11-05 11:33:00,1612,262,32
3,4932.2,18.47,267,2019-08-15 13:33:00,2019-10-22 14:13:00,3364,68,45
3,948.05,4.6,206,2019-10-07 13:11:00,2019-11-11 14:55:00,540,35,25
1,351.3,14.05,25,2018-12-14 14:35:00,2018-12-14 14:35:00,438,0,357
1,220.85,6.31,35,2019-11-27 14:53:00,2019-11-27 14:53:00,114,0,9
2,1612.69,21.5,75,2019-05-17 15:15:00,2019-10-25 10:14:00,731,160,43
3,965.61,80.47,12,2019-03-14 10:45:00,2019-11-23 09:31:00,553,253,14
1,610.01,14.52,42,2019-07-11 10:43:00,2019-07-11 10:43:00,581,0,149
8,2711.56,20.39,133,2019-02-08 15:40:00,2019-12-06 19:55:00,861,301,0
4,2207.4,275.92,8,2019-01-22 15:47:00,2019-08-16 17:04:00,873,206,112
3,884.14,9.02,98,2019-01-07 15:13:00,2019-09-23 12:46:00,955,258,75
2,699.08,5.87,119,2019-04-05 12:39:00,2019-08-22 14:23:00,335,139,106
3,1063.95,16.62,64,2019-08-20 09:53:00,2019-10-22 13:52:00,570,63,45
1,451.42,451.42,1,2019-07-18 11:38:00,2019-07-18 11:38:00,1,0,142
1,415.82,51.98,8,2019-10-17 14:56:00,2019-10-17 14:56:00,290,0,50
13,4206.39,16.05,262,2019-05-23 10:12:00,2019-12-07 12:31:00,2565,198,0
17,5528.48,18.37,301,2018-12-08 09:33:00,2019-11-14 16:32:00,3387,341,22
3,784.58,25.31,31,2019-03-06 09:24:00,2019-10-22 14:35:00,602,230,45
3,903.9,18.83,48,2019-09-21 14:43:00,2019-10-18 14:10:00,430,26,49
4,3734.97,17.96,208,2018-12-03 13:05:00,2019-02-04 14:33:00,1343,63,305
5,515.77,14.74,35,2019-02-08 11:16:00,2019-11-01 16:40:00,301,266,35
4,1391.98,15.64,89,2019-02-14 09:11:00,2019-09-20 09:38:00,861,218,78
6,2218.62,16.68,133,2018-12-07 15:29:00,2019-11-15 15:31:00,1071,343,21
5,1801.14,43.93,41,2019-01-24 12:12:00,2019-08-22 14:19:00,922,210,106
2,1303.91,32.6,40,2019-04-12 09:09:00,2019-05-14 08:13:00,603,31,207
4,1945.33,27.02,72,2019-10-18 09:04:00,2019-11-21 08:17:00,1271,33,16
5,2100.6,42.87,49,2019-03-23 08:43:00,2019-10-05 12:42:00,1856,196,63
4,1905.45,15.49,123,2019-03-06 09:45:00,2019-10-19 14:50:00,1357,227,48
1,206.98,12.18,17,2019-01-22 12:00:00,2019-01-22 12:00:00,128,0,319
2,570.96,9.21,62,2019-10-07 13:28:00,2019-10-24 15:48:00,202,17,43
2,885.47,26.83,33,2018-12-13 13:38:00,2019-12-04 14:50:00,375,356,2
1,15.0,15.0,1,2018-11-30 15:08:00,2018-11-30 15:08:00,1,0,371
1,532.94,26.65,20,2019-06-18 13:27:00,2019-06-18 13:27:00,220,0,171
3,1654.31,24.33,68,2019-05-11 10:44:00,2019-10-12 16:05:00,963,154,55
14,1836.09,15.97,115,2018-11-30 13:06:00,2019-09-25 15:35:00,882,299,72
2,636.14,12.47,51,2019-07-20 10:23:00,2019-08-30 16:45:00,996,41,98
1,576.0,14.77,39,2019-10-31 10:40:00,2019-10-31 10:40:00,415,0,37
3,801.76,11.79,68,2019-01-17 14:52:00,2019-10-10 13:14:00,1105,265,57
1,836.79,15.5,54,2019-03-28 15:29:00,2019-03-28 15:29:00,465,0,253
4,2233.75,8.18,273,2019-03-05 17:52:00,2019-09-28 14:41:00,965,206,69
4,954.09,19.08,50,2019-01-11 10:35:00,2019-10-24 15:47:00,439,286,43
1,137.37,13.74,10,2019-10-18 17:13:00,2019-10-18 17:13:00,26,0,49
1,391.98,16.33,24,2019-10-04 09:01:00,2019-10-04 09:01:00,189,0,64
19,33643.08,201.46,167,2018-12-05 11:26:00,2019-11-26 14:00:00,18368,356,10
3,1048.49,16.91,62,2019-07-12 16:35:00,2019-11-04 13:54:00,675,114,32
2,355.56,13.17,27,2019-06-18 11:42:00,2019-10-10 09:08:00,396,113,58
4,1224.06,26.04,47,2019-01-03 11:25:00,2019-09-26 12:15:00,942,266,72
1,118.95,14.87,8,2019-02-07 10:19:00,2019-02-07 10:19:00,27,0,303
1,130.74,11.89,11,2019-10-22 15:19:00,2019-10-22 15:19:00,134,0,45
8,3711.77,26.9,138,2019-01-04 17:19:00,2019-11-20 09:42:00,1926,319,17
2,389.27,17.69,22,2019-02-22 16:46:00,2019-10-30 14:41:00,449,249,37
2,238.85,2.46,97,2019-06-22 14:16:00,2019-11-18 14:14:00,302,148,18
2,160.71,7.31,22,2019-05-24 13:26:00,2019-06-04 11:22:00,48,10,186
1,110.8,3.69,30,2019-10-17 10:38:00,2019-10-17 10:38:00,135,0,51
12,2974.65,21.25,140,2018-12-11 11:47:00,2019-12-03 13:39:00,939,357,3
5,712.24,8.9,80,2019-03-19 12:32:00,2019-07-24 10:20:00,470,126,136
27,16387.57,25.41,645,2018-12-07 13:34:00,2019-12-03 17:09:00,11005,361,3
1,297.0,21.21,14,2019-11-19 12:18:00,2019-11-19 12:18:00,308,0,18
5,1438.85,7.53,191,2018-12-05 14:31:00,2019-11-22 12:48:00,1167,351,15
8,977.21,6.88,142,2018-12-04 11:38:00,2019-10-28 11:25:00,440,327,40
8,3165.36,5.8,546,2019-03-15 20:12:00,2019-11-25 15:59:00,2544,254,11
4,832.88,5.67,147,2018-11-29 11:21:00,2019-11-29 13:28:00,585,365,7
2,68.84,3.82,18,2019-05-29 11:36:00,2019-11-12 12:49:00,19,167,25
6,1936.32,96.82,20,2019-01-25 16:43:00,2019-11-15 13:32:00,1192,293,21
3,895.13,22.38,40,2019-05-08 11:44:00,2019-10-28 12:43:00,368,173,40
1,230.53,5.12,45,2019-08-28 14:09:00,2019-08-28 14:09:00,126,0,100
15,3812.64,8.27,461,2018-12-03 14:17:00,2019-12-02 13:32:00,2054,363,4
2,149.64,9.98,15,2019-03-05 17:19:00,2019-03-05 17:23:00,175,0,276
1,354.09,4.66,76,2019-11-05 10:58:00,2019-11-05 10:58:00,335,0,32
2,360.93,2.82,128,2019-11-23 11:54:00,2019-11-23 11:55:00,212,0,14
7,4405.88,36.72,120,2019-02-26 13:28:00,2019-10-05 12:31:00,2534,220,63
2,493.28,3.82,129,2019-11-20 11:18:00,2019-12-06 11:53:00,371,16,1
1,343.28,3.27,105,2018-12-03 13:00:00,2018-12-03 13:00:00,211,0,368
5,501.39,17.29,29,2018-12-08 13:32:00,2019-01-29 16:59:00,260,52,311
4,516.36,22.45,23,2018-12-04 13:01:00,2019-05-23 11:35:00,276,169,198
2,396.48,8.09,49,2019-11-04 14:50:00,2019-12-05 17:05:00,223,31,1
3,379.35,21.08,18,2019-02-01 15:28:00,2019-09-06 10:43:00,111,216,92
1,181.09,15.09,12,2019-10-08 14:25:00,2019-10-08 14:25:00,147,0,59
1,168.31,14.03,12,2019-09-18 12:30:00,2019-09-18 12:30:00,76,0,80
2,446.87,4.81,93,2018-12-03 15:12:00,2019-07-04 11:10:00,215,212,156
1,524.52,8.46,62,2019-04-25 12:35:00,2019-04-25 12:35:00,442,0,226
